Date,Species,Latitude,Longitude,NumMosquitos,WnvPresent,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,ResultSpeed,ResultDir,StnPressure,SeaLevel,gps_cat
2007-07-18,CULEX PIPIENS,41.862292,-87.64886,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,11
2007-07-18,CULEX RESTUANS,41.891126,-87.61156,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,14
2007-07-18,CULEX PIPIENS/RESTUANS,41.999129,-87.795585,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,15
2007-07-18,CULEX RESTUANS,41.999129,-87.795585,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,15
2007-07-18,CULEX PIPIENS/RESTUANS,42.01743,-87.687769,2,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,16
2007-07-18,CULEX RESTUANS,42.01743,-87.687769,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,16
2007-07-18,CULEX PIPIENS/RESTUANS,41.907645,-87.760886,2,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,17
2007-07-18,CULEX PIPIENS/RESTUANS,41.944869,-87.832763,3,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,20
2007-07-18,CULEX RESTUANS,41.944869,-87.832763,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,20
2007-07-18,CULEX PIPIENS/RESTUANS,42.011601,-87.811506,15,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,21
2007-07-18,CULEX PIPIENS/RESTUANS,42.011601,-87.811506,19,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,21
2007-07-18,CULEX RESTUANS,42.011601,-87.811506,7,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,21
2007-07-18,CULEX RESTUANS,41.94983,-87.698457,2,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,22
2007-07-18,CULEX PIPIENS/RESTUANS,41.979243,-87.750938,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,23
2007-07-18,CULEX PIPIENS/RESTUANS,41.979243,-87.750938,2,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,23
2007-07-18,CULEX RESTUANS,41.986921,-87.689778,2,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,24
2007-07-18,CULEX RESTUANS,41.986921,-87.689778,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,24
2007-07-18,CULEX PIPIENS,41.986921,-87.689778,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,24
2007-07-18,CULEX PIPIENS/RESTUANS,41.801498,-87.763416,2,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,25
2007-07-18,CULEX PIPIENS,41.801498,-87.763416,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,25
2007-07-18,CULEX PIPIENS/RESTUANS,41.906638,-87.701431,4,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,26
2007-07-18,CULEX PIPIENS/RESTUANS,41.961743,-87.76007,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,31
2007-07-18,CULEX PIPIENS/RESTUANS,41.953067,-87.776792,3,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,32
2007-07-18,CULEX PIPIENS/RESTUANS,41.958271,-87.702575,7,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,34
2007-07-18,CULEX PIPIENS,41.958271,-87.702575,2,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,34
2007-07-18,CULEX SALINARIUS,41.958271,-87.702575,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,34
2007-07-18,CULEX PIPIENS/RESTUANS,41.932094,-87.700117,2,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,35
2007-07-18,CULEX PIPIENS/RESTUANS,42.006858,-87.675919,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,37
2007-07-18,CULEX RESTUANS,42.006858,-87.675919,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,37
2007-07-18,CULEX PIPIENS/RESTUANS,41.916265,-87.800515,11,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,38
2007-07-18,CULEX RESTUANS,41.916265,-87.800515,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,38
2007-07-18,CULEX PIPIENS,41.916265,-87.800515,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,38
2007-07-18,CULEX RESTUANS,41.846075,-87.716277,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,39
2007-07-18,CULEX PIPIENS/RESTUANS,41.948167,-87.730698,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,43
2007-07-18,CULEX RESTUANS,41.948167,-87.730698,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,43
2007-07-18,CULEX PIPIENS,41.948167,-87.730698,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,43
2007-07-18,CULEX PIPIENS/RESTUANS,41.963976,-87.69181,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,44
2007-07-18,CULEX PIPIENS,41.963976,-87.69181,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,44
2007-07-18,CULEX PIPIENS,41.953705,-87.733974,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,45
2007-07-18,CULEX PIPIENS/RESTUANS,41.964242,-87.757639,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,46
2007-07-18,CULEX PIPIENS,41.964242,-87.757639,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,46
2007-07-18,CULEX RESTUANS,41.990284,-87.797127,3,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,47
2007-07-18,CULEX PIPIENS/RESTUANS,42.008314,-87.777921,9,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,48
2007-07-18,CULEX RESTUANS,42.008314,-87.777921,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,48
2007-07-18,CULEX PIPIENS,42.008314,-87.777921,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,48
2007-07-18,CULEX PIPIENS/RESTUANS,41.991429,-87.747113,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,49
2007-07-18,CULEX PIPIENS/RESTUANS,41.921177,-87.79518,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,51
2007-07-18,CULEX PIPIENS,41.921177,-87.79518,2,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,51
2007-07-18,CULEX PIPIENS/RESTUANS,41.857402,-87.694991,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,53
2007-07-18,CULEX RESTUANS,41.868142,-87.696269,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,54
2007-07-18,CULEX PIPIENS/RESTUANS,41.846283,-87.656913,2,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,55
2007-07-18,CULEX PIPIENS/RESTUANS,41.923738,-87.785288,2,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,60
2007-07-18,CULEX RESTUANS,41.970248,-87.787992,3,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,61
2007-07-18,CULEX PIPIENS/RESTUANS,41.89923,-87.716788,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,63
2007-07-18,CULEX PIPIENS/RESTUANS,41.89923,-87.716788,10,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,63
2007-07-18,CULEX RESTUANS,41.89923,-87.716788,5,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,63
2007-07-18,CULEX PIPIENS,41.89923,-87.716788,2,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,63
2007-07-18,CULEX PIPIENS/RESTUANS,41.692555,-87.598865,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,64
2007-07-18,CULEX PIPIENS/RESTUANS,41.94016,-87.794896,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,65
2007-07-18,CULEX RESTUANS,41.94016,-87.794896,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,65
2007-07-18,CULEX RESTUANS,41.960616,-87.777189,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,68
2007-07-18,CULEX PIPIENS/RESTUANS,41.883284,-87.705085,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,69
2007-07-18,CULEX RESTUANS,41.883284,-87.705085,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,69
2007-07-18,CULEX RESTUANS,41.883284,-87.705085,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,69
2007-07-18,CULEX PIPIENS/RESTUANS,41.836644,-87.677737,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,72
2007-07-18,CULEX PIPIENS/RESTUANS,41.837085,-87.729384,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,73
2007-07-18,CULEX RESTUANS,41.837085,-87.729384,2,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,73
2007-07-18,CULEX RESTUANS,41.837085,-87.729384,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,73
2007-07-18,CULEX PIPIENS,41.837085,-87.729384,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,73
2007-07-18,CULEX SALINARIUS,41.837085,-87.729384,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,73
2007-07-18,CULEX PIPIENS/RESTUANS,41.911824,-87.726737,2,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,74
2007-07-18,CULEX RESTUANS,41.823065,-87.678378,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,75
2007-07-18,CULEX PIPIENS/RESTUANS,41.801179,-87.679447,2,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,76
2007-07-18,CULEX PIPIENS/RESTUANS,41.800737,-87.71188,7,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,77
2007-07-18,CULEX RESTUANS,41.800737,-87.71188,4,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,77
2007-07-18,CULEX PIPIENS,41.800737,-87.71188,7,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,77
2007-07-18,CULEX PIPIENS/RESTUANS,41.778297,-87.752411,2,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,78
2007-07-18,CULEX PIPIENS,41.778297,-87.752411,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,78
2007-07-18,CULEX PIPIENS/RESTUANS,41.82561,-87.726549,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,96
2007-07-18,CULEX PIPIENS,41.82561,-87.726549,2,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,96
2007-07-18,CULEX PIPIENS/RESTUANS,41.673408,-87.599862,50,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,97
2007-07-18,CULEX PIPIENS/RESTUANS,41.726465,-87.585413,50,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,98
2007-07-18,CULEX PIPIENS/RESTUANS,41.726465,-87.585413,50,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,98
2007-07-18,CULEX RESTUANS,41.726465,-87.585413,26,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,98
2007-07-18,CULEX RESTUANS,41.726465,-87.585413,50,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,98
2007-07-18,CULEX SALINARIUS,41.726465,-87.585413,2,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,98
2007-07-18,CULEX PIPIENS/RESTUANS,41.678618,-87.559308,27,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,99
2007-07-18,CULEX PIPIENS/RESTUANS,41.678618,-87.559308,15,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,99
2007-07-18,CULEX RESTUANS,41.678618,-87.559308,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,99
2007-07-18,CULEX RESTUANS,41.678618,-87.559308,3,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,99
2007-07-18,CULEX PIPIENS,41.678618,-87.559308,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,99
2007-07-18,CULEX TERRITANS,41.678618,-87.559308,3,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,99
2007-07-18,CULEX PIPIENS/RESTUANS,41.737052,-87.543067,3,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,100
2007-07-18,CULEX RESTUANS,41.737052,-87.543067,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,100
2007-07-18,CULEX PIPIENS,41.737052,-87.543067,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,100
2007-07-18,CULEX PIPIENS/RESTUANS,41.740641,-87.546587,9,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,101
2007-07-18,CULEX RESTUANS,41.740641,-87.546587,4,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,101
2007-07-18,CULEX PIPIENS,41.740641,-87.546587,3,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,101
2007-07-18,CULEX PIPIENS/RESTUANS,41.680946,-87.535198,50,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,102
2007-07-18,CULEX PIPIENS/RESTUANS,41.680946,-87.535198,50,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,102
2007-07-18,CULEX PIPIENS/RESTUANS,41.680946,-87.535198,2,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,102
2007-07-18,CULEX RESTUANS,41.680946,-87.535198,12,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,102
2007-07-18,CULEX PIPIENS,41.680946,-87.535198,26,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,102
2007-07-18,CULEX PIPIENS/RESTUANS,41.686398,-87.531635,13,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,103
2007-07-18,CULEX PIPIENS/RESTUANS,41.686398,-87.531635,50,1,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,103
2007-07-18,CULEX RESTUANS,41.686398,-87.531635,1,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,103
2007-07-18,CULEX PIPIENS,41.686398,-87.531635,21,0,85,69,77.0,68,71.0,0,12,432,1924,1.55,9.1,24,29.11,29.84,103
2007-07-19,CULEX PIPIENS,41.862292,-87.64886,2,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,11
2007-07-19,CULEX PIPIENS/RESTUANS,41.878114,-87.629798,1,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,33
2007-07-19,CULEX RESTUANS,41.994469,-87.667736,1,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,36
2007-07-19,CULEX RESTUANS,41.868142,-87.696269,1,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,54
2007-07-19,CULEX PIPIENS,41.970248,-87.787992,1,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,61
2007-07-19,CULEX PIPIENS/RESTUANS,41.836644,-87.677737,3,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,72
2007-07-19,CULEX PIPIENS,41.801179,-87.679447,1,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,76
2007-07-19,CULEX SALINARIUS,41.800737,-87.71188,1,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,77
2007-07-19,CULEX PIPIENS/RESTUANS,41.778297,-87.752411,8,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,78
2007-07-19,CULEX RESTUANS,41.77166,-87.703047,2,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,79
2007-07-19,CULEX PIPIENS,41.781416,-87.776532,1,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,83
2007-07-19,CULEX RESTUANS,41.822536,-87.666343,1,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,85
2007-07-19,CULEX PIPIENS/RESTUANS,41.798697,-87.736812,7,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,94
2007-07-19,CULEX PIPIENS/RESTUANS,41.82561,-87.726549,11,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,96
2007-07-19,CULEX PIPIENS/RESTUANS,41.726465,-87.585413,7,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,98
2007-07-19,CULEX RESTUANS,41.726465,-87.585413,25,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,98
2007-07-19,CULEX PIPIENS,41.726465,-87.585413,50,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,98
2007-07-19,CULEX TERRITANS,41.726465,-87.585413,4,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,98
2007-07-19,CULEX PIPIENS/RESTUANS,41.678618,-87.559308,21,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,99
2007-07-19,CULEX PIPIENS/RESTUANS,41.678618,-87.559308,32,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,99
2007-07-19,CULEX RESTUANS,41.678618,-87.559308,1,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,99
2007-07-19,CULEX PIPIENS,41.678618,-87.559308,7,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,99
2007-07-19,CULEX PIPIENS,41.678618,-87.559308,2,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,99
2007-07-19,CULEX PIPIENS/RESTUANS,41.737052,-87.543067,2,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,100
2007-07-19,CULEX PIPIENS,41.737052,-87.543067,1,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,100
2007-07-19,CULEX PIPIENS/RESTUANS,41.740641,-87.546587,1,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,101
2007-07-19,CULEX PIPIENS/RESTUANS,41.740641,-87.546587,9,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,101
2007-07-19,CULEX RESTUANS,41.740641,-87.546587,1,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,101
2007-07-19,CULEX PIPIENS,41.740641,-87.546587,7,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,101
2007-07-19,CULEX PIPIENS/RESTUANS,41.680946,-87.535198,21,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,102
2007-07-19,CULEX PIPIENS/RESTUANS,41.680946,-87.535198,50,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,102
2007-07-19,CULEX PIPIENS/RESTUANS,41.680946,-87.535198,50,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,102
2007-07-19,CULEX PIPIENS/RESTUANS,41.680946,-87.535198,50,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,102
2007-07-19,CULEX PIPIENS/RESTUANS,41.680946,-87.535198,50,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,102
2007-07-19,CULEX PIPIENS/RESTUANS,41.680946,-87.535198,50,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,102
2007-07-19,CULEX PIPIENS/RESTUANS,41.680946,-87.535198,50,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,102
2007-07-19,CULEX PIPIENS/RESTUANS,41.680946,-87.535198,47,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,102
2007-07-19,CULEX PIPIENS/RESTUANS,41.680946,-87.535198,50,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,102
2007-07-19,CULEX RESTUANS,41.680946,-87.535198,6,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,102
2007-07-19,CULEX PIPIENS,41.680946,-87.535198,14,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,102
2007-07-19,CULEX TERRITANS,41.680946,-87.535198,1,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,102
2007-07-19,CULEX PIPIENS/RESTUANS,41.686398,-87.531635,32,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,103
2007-07-19,CULEX RESTUANS,41.686398,-87.531635,1,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,103
2007-07-19,CULEX PIPIENS,41.686398,-87.531635,3,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,103
2007-07-19,CULEX TERRITANS,41.686398,-87.531635,1,0,83,63,73.0,63,66.0,0,8,433,1923,0.16,7.0,1,29.21,29.9,103
2007-07-25,CULEX PIPIENS/RESTUANS,41.673408,-87.599862,50,0,85,71,78.0,61,67.0,0,13,438,1918,,5.8,25,29.29,30.0,97
2007-07-25,CULEX PIPIENS/RESTUANS,41.673408,-87.599862,50,0,85,71,78.0,61,67.0,0,13,438,1918,,5.8,25,29.29,30.0,97
2007-07-25,CULEX PIPIENS/RESTUANS,41.673408,-87.599862,50,1,85,71,78.0,61,67.0,0,13,438,1918,,5.8,25,29.29,30.0,97
2007-07-25,CULEX PIPIENS/RESTUANS,41.673408,-87.599862,50,0,85,71,78.0,61,67.0,0,13,438,1918,,5.8,25,29.29,30.0,97
2007-07-25,CULEX PIPIENS/RESTUANS,41.673408,-87.599862,50,0,85,71,78.0,61,67.0,0,13,438,1918,,5.8,25,29.29,30.0,97
2007-07-25,CULEX PIPIENS/RESTUANS,41.673408,-87.599862,50,0,85,71,78.0,61,67.0,0,13,438,1918,,5.8,25,29.29,30.0,97
2007-07-25,CULEX PIPIENS/RESTUANS,41.673408,-87.599862,50,0,85,71,78.0,61,67.0,0,13,438,1918,,5.8,25,29.29,30.0,97
2007-07-25,CULEX PIPIENS/RESTUANS,41.673408,-87.599862,50,0,85,71,78.0,61,67.0,0,13,438,1918,,5.8,25,29.29,30.0,97
2007-07-25,CULEX PIPIENS/RESTUANS,41.673408,-87.599862,50,0,85,71,78.0,61,67.0,0,13,438,1918,,5.8,25,29.29,30.0,97
2007-07-25,CULEX PIPIENS/RESTUANS,41.673408,-87.599862,44,0,85,71,78.0,61,67.0,0,13,438,1918,,5.8,25,29.29,30.0,97
2007-07-25,CULEX PIPIENS/RESTUANS,41.673408,-87.599862,50,1,85,71,78.0,61,67.0,0,13,438,1918,,5.8,25,29.29,30.0,97
2007-07-25,CULEX PIPIENS/RESTUANS,41.673408,-87.599862,50,0,85,71,78.0,61,67.0,0,13,438,1918,,5.8,25,29.29,30.0,97
2007-07-25,CULEX PIPIENS/RESTUANS,41.673408,-87.599862,50,0,85,71,78.0,61,67.0,0,13,438,1918,,5.8,25,29.29,30.0,97
2007-07-25,CULEX PIPIENS,41.673408,-87.599862,50,0,85,71,78.0,61,67.0,0,13,438,1918,,5.8,25,29.29,30.0,97
2007-07-25,CULEX PIPIENS,41.673408,-87.599862,50,0,85,71,78.0,61,67.0,0,13,438,1918,,5.8,25,29.29,30.0,97
2007-07-25,CULEX PIPIENS,41.673408,-87.599862,50,0,85,71,78.0,61,67.0,0,13,438,1918,,5.8,25,29.29,30.0,97
2007-07-25,CULEX PIPIENS,41.673408,-87.599862,50,0,85,71,78.0,61,67.0,0,13,438,1918,,5.8,25,29.29,30.0,97
2007-07-25,CULEX PIPIENS,41.673408,-87.599862,50,1,85,71,78.0,61,67.0,0,13,438,1918,,5.8,25,29.29,30.0,97
2007-07-25,CULEX PIPIENS,41.673408,-87.599862,50,0,85,71,78.0,61,67.0,0,13,438,1918,,5.8,25,29.29,30.0,97
2007-07-25,CULEX PIPIENS,41.673408,-87.599862,50,0,85,71,78.0,61,67.0,0,13,438,1918,,5.8,25,29.29,30.0,97
2007-07-25,CULEX PIPIENS,41.673408,-87.599862,50,0,85,71,78.0,61,67.0,0,13,438,1918,,5.8,25,29.29,30.0,97
2007-07-25,CULEX PIPIENS,41.673408,-87.599862,50,0,85,71,78.0,61,67.0,0,13,438,1918,,5.8,25,29.29,30.0,97
2007-07-25,CULEX PIPIENS,41.673408,-87.599862,50,0,85,71,78.0,61,67.0,0,13,438,1918,,5.8,25,29.29,30.0,97
